name,sku,selling_price,original_price,color,category,breadcrumbs,description,average_rating,reviews_count,description_preprocess,description_sentiment_nltk,description_sentiment_textblob,description_sentiment_textblob_labels
Stretch Cotton Trunk Briefs 3 Pairs,EX4446,21,30.0,Grey,Clothing,Men/Clothing,"Little comforts make a big difference. Just look at these adidas boxer briefs. They're made with soft, quick-dry fabric that keeps you feeling fresh and a stay-put design that keeps you covered from your first rep to your last. Get comfortable and give it your all.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",4.4,9,"little comfort make big difference . look adidas boxer brief . 're made soft , quick-dry fabric keep feeling fresh stay-put design keep covered first rep last . get comfortable give . cotton product support sustainable cotton farming . part ambition end plastic waste .",1,0.08281250000000001,Positive
Long Sleeve Tee and Printed Tights Set,EY0208,36,44.0,Pink,Clothing,Kids/Clothing,"It doesn't get any easier than a matching set. This adidas head-to-toe look keeps kids comfortable from playdates to rainy days at home. The hooded tee is cut to move, with drop shoulders and a droptail hem. It comes with graphic tights that are soft and stretchy.",5.0,1,"n't get easier matching set . adidas head-to-toe look keep kid comfortable playdates rainy day home . hooded tee cut move , drop shoulder droptail hem . come graphic tights soft stretchy .",1,0.16666666666666666,Positive
Santiago Lunch Bag,EX6537,20,25.0,Grey,Accessories,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",5.0,51,"training take work . pack adidas lunch bag keep body refueled recharged . insulated keep lunch cool , 's got roomy main pocket front pocket easy access snack . clip top let attach another bag never leave behind . product made recycled content part ambition end plastic waste .",1,0.14166666666666664,Positive
Relaxed Camo Trefoil Hat,EY3692,21,26.0,Green,Accessories,Men/Accessories,"How is it that camo manages to be both low-key and high-vis? It all depends on where you wear it, and in this silky adidas hat, that's everywhere. Dressed up. Dressed down. Camo adds an edge any way you style it.",4.8,4,"camo manages low-key high-vis ? depends wear , silky adidas hat , 's everywhere . dressed . dressed . camo add edge way style .",0,-0.15555555555555559,Negative
Camo Pants,EY0004,28,40.0,Black,Clothing,Kids/Clothing,You don't have to do or say anything to make your mark in these juniors' adidas pants. The bold camo print does your talking for you. Blocks of color and 3-Stripes on the sides keep the look fresh. A drawcord-adjustable waist is comfortable and casual.,4.0,1,n't say anything make mark junior ' adidas pant . bold camo print talking . block color 3-stripes side keep look fresh . drawcord-adjustable waist comfortable casual .,1,0.13333333333333328,Positive
Santiago Lunch Bag,EX6535,20,25.0,Grey,Accessories,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",5.0,51,"training take work . pack adidas lunch bag keep body refueled recharged . insulated keep lunch cool , 's got roomy main pocket front pocket easy access snack . clip top let attach another bag never leave behind . product made recycled content part ambition end plastic waste .",1,0.14166666666666664,Positive
Santiago Lunch Bag,EX6529,20,25.0,Pink,Accessories,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",5.0,51,"training take work . pack adidas lunch bag keep body refueled recharged . insulated keep lunch cool , 's got roomy main pocket front pocket easy access snack . clip top let attach another bag never leave behind . product made recycled content part ambition end plastic waste .",1,0.14166666666666664,Positive
Originals Sunglasses OR0013,EW3431,70,100.0,Black,Accessories,Originals/Accessories,"These adidas sunglasses are comfortable, classy and lightweight. And they filter those rays, so you can stop squinting and start shining a little yourself.",4.7,3,"adidas sunglass comfortable , classy lightweight . filter ray , stop squinting start shining little .",1,0.10416666666666667,Positive
Santiago Lunch Bag,EX6528,20,25.0,Grey,Accessories,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",5.0,51,"training take work . pack adidas lunch bag keep body refueled recharged . insulated keep lunch cool , 's got roomy main pocket front pocket easy access snack . clip top let attach another bag never leave behind . product made recycled content part ambition end plastic waste .",1,0.14166666666666664,Positive
Santiago Lunch Bag,EX6531,20,25.0,Black,Accessories,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",5.0,51,"training take work . pack adidas lunch bag keep body refueled recharged . insulated keep lunch cool , 's got roomy main pocket front pocket easy access snack . clip top let attach another bag never leave behind . product made recycled content part ambition end plastic waste .",1,0.14166666666666664,Positive
Retrorun Shoes,GZ5350,52,65.0,Green,Shoes,Women/Shoes,"From low key to dressy, these versatile adidas shoes pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",4.5,762,"low key dressy , versatile adidas shoe pair variety look . plush feel keep comfortable casual stroll park long afternoon foot . retro design suede overlay sharp finish .",1,-0.045833333333333344,Negative
Classic Superlite No-Show Socks 6 Pairs,EX6853,16,20.0,Multicolor,Accessories,Men/Accessories,"Don't let anything weigh you down or hold you back. Slip on the next-to-nothing feel of your adidas no-show socks. You'll be good to go, with classic comfort from heel to toe.",4.7,34,"n't let anything weigh hold back . slip next-to-nothing feel adidas no-show sock . 'll good go , classic comfort heel toe .",1,0.17777777777777776,Positive
Runner Tee,H25047,36,45.0,Blue,Clothing,Men/Clothing,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",4.8,222,"every time throw adidas runner tee head door , 're signaling commitment health planet . soft comfortable t-shirt made recycled material , one step adidas making toward creating product le environmental impact . know 's first step toward sustainable future . 's journey begin .",1,0.11666666666666667,Positive
Runner Tee,H25046,36,45.0,Red,Clothing,Men/Clothing,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",4.8,222,"every time throw adidas runner tee head door , 're signaling commitment health planet . soft comfortable t-shirt made recycled material , one step adidas making toward creating product le environmental impact . know 's first step toward sustainable future . 's journey begin .",1,0.11666666666666667,Positive
Badge of Sport Tee,GN7927,21,30.0,White,Clothing,Men/Clothing,"Put your brand pride on full display. A simple yet versatile look, this long sleeve t-shirt keeps you comfortable while on the move or lounging at home. A contrast adidas Badge of Sport stands out on the chest.",4.7,102,"put brand pride full display . simple yet versatile look , long sleeve t-shirt keep comfortable move lounging home . contrast adidas badge sport stand chest .",1,0.175,Positive
